HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Las Palmas,Athletic Club,1,0,H,12,11,3,5,12,19,7,6,2,3,0,0,2.75,3.4,2.55
Sevilla,Real Madrid,1,3,A,10,18,5,6,12,15,4,6,3,2,0,0,5,4,1.67
Espanyol,Celta Vigo,2,1,H,9,11,3,1,12,14,3,5,1,4,0,0,2.3,3.3,3.2
Barcelona,Eibar,6,1,H,11,13,10,4,4,9,7,7,0,2,0,0,1.11,10,15
Valencia,Málaga,5,0,H,16,11,11,2,9,10,4,9,0,1,0,0,1.5,4,7
Athletic Club,Atlético Madrid,1,2,A,12,16,7,9,12,12,6,0,0,2,0,0,3.4,3.2,2.25
La Coruña,Alavés,1,0,H,15,8,3,3,16,19,5,2,0,2,0,0,1.91,3.3,4.5
Leganés,Girona,0,0,D,12,10,1,0,19,20,6,3,2,3,0,0,2.15,3.2,3.7
Real Madrid,Betis,0,1,A,27,12,7,4,13,11,12,3,0,3,0,0,1.13,10,17
Real Sociedad,Las Palmas,1,0,H,14,6,9,0,21,8,12,0,2,2,0,0,1.4,4.75,7.5
Celta Vigo,Getafe,1,1,D,8,10,4,3,9,21,3,2,2,4,0,0,1.8,3.6,4.5
Levante,Sevilla,3,0,H,13,13,9,3,13,11,3,6,2,0,0,1,3.25,3.25,2.3
Villarreal,Espanyol,0,0,D,14,10,5,3,17,10,5,5,5,2,0,0,1.73,3.5,5.5
Alavés,Real Madrid,1,2,A,8,21,3,7,19,19,5,13,5,2,0,0,17,7.5,1.17
Atlético Madrid,Real Sociedad,2,0,H,13,11,4,0,11,17,7,6,4,3,0,0,1.57,4,6.5
Girona,Barcelona,0,3,A,13,9,2,5,21,5,9,3,3,0,0,0,12,6,1.25
Málaga,Athletic Club,3,3,D,15,8,7,7,16,8,5,1,7,2,1,0,2.9,3.3,2.4
Eibar,Celta Vigo,0,4,A,9,10,0,6,14,5,4,4,2,1,0,0,2.2,3.3,3.4
Espanyol,La Coruña,4,1,H,17,21,5,6,16,7,4,6,1,2,0,0,1.95,3.5,4
Getafe,Villarreal,4,0,H,17,6,8,1,11,16,7,4,1,4,0,0,2.88,3.1,2.63
Las Palmas,Leganés,0,2,A,8,9,3,3,10,15,3,2,1,3,0,0,2.05,3.25,3.8
Sevilla,Valencia,2,3,A,18,13,6,4,11,13,7,6,3,7,1,1,2.3,3.4,3.1
Betis,Levante,4,0,H,14,8,6,1,9,5,6,3,1,0,0,0,1.85,3.5,4.5
Celta Vigo,Girona,3,3,D,16,10,9,6,9,17,5,6,2,5,0,0,1.67,3.6,5.75
La Coruña,Getafe,2,1,H,15,10,9,3,16,22,8,5,6,3,0,0,2.25,3.25,3.4
Leganés,Atlético Madrid,0,0,D,7,11,3,2,13,13,2,6,2,1,0,0,7.5,3.75,1.55
Levante,Alavés,0,2,A,13,8,0,3,11,18,8,4,2,4,0,0,1.83,3.5,4.5
Real Sociedad,Málaga,2,0,H,12,11,5,4,11,12,4,6,2,1,0,0,1.36,5.5,7.5
Barcelona,Las Palmas,3,0,H,22,10,10,1,10,11,8,3,5,1,0,0,1.08,11,26
Real Madrid,Espanyol,2,0,H,22,8,8,3,8,10,10,3,2,2,0,0,1.1,10,23
Sevilla,Betis,4,4,D,17,10,6,6,9,18,12,5,3,3,0,0,1.95,3.6,3.8
Valencia,Athletic Club,3,2,H,10,16,6,6,18,16,2,8,3,4,0,0,1.91,3.5,4.2
Villarreal,Eibar,3,0,H,12,8,6,1,15,9,6,3,2,1,0,0,1.83,3.6,4.33
Espanyol,Levante,0,0,D,20,13,6,3,9,13,9,4,2,3,0,0,1.75,3.6,5
Alavés,Sevilla,0,2,A,8,13,0,6,11,7,4,9,1,1,0,0,3.5,3.4,2.15
Athletic Club,Real Sociedad,1,0,H,15,14,2,6,18,9,6,6,5,5,0,0,2.5,3.25,2.9
Atlético Madrid,Barcelona,1,1,D,5,15,4,7,12,10,2,1,3,2,0,0,3,3.4,2.38
Getafe,Real Madrid,1,2,A,8,16,3,6,23,8,4,7,2,3,0,0,10,5.75,1.29
Betis,Valencia,3,6,A,13,13,6,9,11,11,7,5,1,4,0,0,2.55,3.5,2.7
Eibar,La Coruña,0,0,D,15,11,6,3,9,10,10,1,2,2,0,0,2,3.5,3.75
Girona,Villarreal,1,2,A,14,5,3,2,12,20,8,1,3,4,0,0,2.8,3.2,2.6
Málaga,Leganés,0,2,A,13,19,5,9,21,21,4,2,4,3,1,0,2.38,3,3.4
Las Palmas,Celta Vigo,2,5,A,24,14,11,7,13,12,14,3,2,1,0,1,2.38,3.3,3.1
Barcelona,Málaga,2,0,H,12,13,4,5,10,11,4,3,1,4,0,0,1.07,13,26
Betis,Alavés,2,0,H,12,7,5,3,18,9,6,5,2,2,0,0,1.57,4,6
Levante,Getafe,1,1,D,5,9,1,5,18,16,3,2,1,3,0,0,2.37,3.2,3.2
Valencia,Real Sociedad,4,0,H,18,18,8,5,15,21,7,10,2,4,0,0,1.85,3.89,4
Celta Vigo,Atlético Madrid,0,1,A,19,4,8,2,13,19,4,4,3,5,0,0,4.2,3.39,1.95
Leganés,Athletic Club,1,0,H,15,7,4,1,16,15,4,3,3,4,0,0,2.37,3.1,3.29
Real Madrid,Eibar,3,0,H,15,9,7,2,9,7,5,2,1,1,0,0,1.09,11,23
Villarreal,Las Palmas,4,0,H,25,16,9,5,14,9,9,6,1,5,0,0,1.5,4.2,7
La Coruña,Girona,1,2,A,15,13,6,6,9,16,9,7,3,8,0,0,2.04,3.29,3.79
Sevilla,Espanyol,1,1,D,19,4,5,1,12,15,10,1,4,4,1,0,1.85,3.79,4
Alavés,Valencia,1,2,A,16,7,6,2,19,18,6,4,5,1,0,0,6,3.75,1.6
Athletic Club,Barcelona,0,2,A,17,17,5,5,15,12,6,4,1,4,0,0,7,4.5,1.44
Atlético Madrid,Villarreal,1,1,D,18,12,6,4,13,20,11,6,0,4,0,0,1.5,4,7.5
Real Sociedad,Leganés,2,1,H,9,10,5,1,16,19,5,6,0,3,0,0,1.61,3.75,6
Eibar,Levante,2,2,D,16,3,6,2,8,16,6,2,1,3,0,0,1.95,3.39,4.2
Getafe,Sevilla,2,1,H,10,15,5,4,19,16,8,7,3,2,0,0,2.45,3.39,2.87
Girona,Real Madrid,2,1,H,15,15,4,6,21,11,2,7,2,1,0,0,10,6.5,1.25
Málaga,Celta Vigo,2,1,H,15,10,4,2,20,12,4,1,2,3,0,0,3.1,3.39,2.29
Espanyol,Betis,1,0,H,10,9,4,4,10,17,5,3,2,5,0,0,2.14,3.39,3.39
Las Palmas,La Coruña,1,3,A,13,15,5,5,11,15,8,5,1,1,0,0,2.04,3.5,3.6
Betis,Getafe,2,2,D,15,9,4,2,10,14,4,6,2,6,0,0,2,3.5,3.79
Alavés,Espanyol,1,0,H,17,9,6,3,29,9,3,8,7,2,0,1,2.87,3.1,2.7
Barcelona,Real Sociedad,2,1,H,18,8,6,3,10,12,3,3,1,0,0,0,1.19,7.5,12
La Coruña,Atlético Madrid,0,1,A,14,11,1,3,17,10,4,4,4,2,0,0,4.75,3.6,1.8
Valencia,Leganés,3,0,H,13,13,7,6,11,13,4,7,1,2,0,0,1.5,4.33,6.5
Celta Vigo,Athletic Club,3,1,H,11,14,5,5,13,17,3,6,2,3,0,0,2.1,3.5,3.5
Levante,Girona,1,2,A,7,10,4,5,10,16,7,2,3,4,0,0,2.39,3.29,3
Real Madrid,Las Palmas,3,0,H,27,2,9,1,9,9,9,2,2,1,0,0,1.08,13,19
Sevilla,Eibar,3,1,H,10,9,6,5,10,17,3,6,0,3,0,0,1.61,4,5.5
Villarreal,Málaga,2,0,H,14,10,3,2,18,12,6,4,2,4,0,0,1.53,4.33,6
Girona,Sevilla,1,1,D,14,14,4,5,28,10,3,6,4,2,0,0,2.89,3.5,2.37
Atlético Madrid,Real Madrid,0,0,D,7,14,1,3,21,6,7,9,6,2,0,0,3.2,3.39,2.25
Getafe,Alavés,4,1,H,13,11,8,5,18,14,4,5,3,3,0,0,1.8,3.5,4.75
Leganés,Barcelona,0,3,A,18,11,7,7,25,10,6,3,1,2,0,0,9.5,5.25,1.33
Real Sociedad,Celta Vigo,2,1,H,12,11,5,5,20,17,1,2,3,2,0,0,1.72,3.79,4.75
Athletic Club,Villarreal,1,1,D,15,7,3,4,10,16,9,7,1,3,0,0,2.25,3.29,3.29
Espanyol,Valencia,0,2,A,12,7,4,3,11,17,3,4,0,4,0,0,3.2,3.29,2.29
Las Palmas,Levante,0,2,A,10,11,5,6,9,22,3,5,1,4,0,0,1.95,3.5,4
Málaga,La Coruña,3,2,H,14,12,5,4,16,15,5,4,4,5,0,0,2.37,3.29,3.1
Eibar,Betis,5,0,H,17,4,7,0,10,9,5,2,2,2,0,1,2.39,3.29,3
Celta Vigo,Leganés,1,0,H,14,9,7,2,13,16,3,4,2,3,0,0,1.95,3.25,4.33
Alavés,Eibar,1,2,A,6,11,2,6,18,19,2,5,7,3,1,1,2.5,3.1,3.1
Betis,Girona,2,2,D,12,13,6,7,9,16,3,5,2,1,0,0,2,3.6,3.75
Levante,Atlético Madrid,0,5,A,17,16,2,11,11,14,2,3,2,1,0,0,7.5,3.75,1.53
Real Madrid,Málaga,3,2,H,16,9,9,3,15,13,6,0,1,2,0,0,1.08,13,21
La Coruña,Athletic Club,2,2,D,14,10,4,3,11,14,5,2,4,1,0,0,2.75,3.29,2.6
Sevilla,Las Palmas,2,2,D,16,8,3,7,22,14,11,3,4,3,1,0,1.44,4.75,7
Valencia,Barcelona,1,1,D,8,12,1,8,12,11,3,9,4,0,0,0,4,3.89,1.85
Villarreal,Real Sociedad,2,3,A,19,15,4,4,9,17,6,6,4,3,1,0,2.37,3.39,3
Espanyol,Getafe,1,0,H,10,7,5,4,12,18,6,4,3,6,0,0,2,3.39,3.79
Málaga,Levante,0,0,D,18,3,2,3,12,15,7,2,1,3,0,0,1.72,3.79,4.75
Athletic Club,Real Madrid,0,0,D,11,19,4,4,20,13,3,5,2,5,0,1,7.5,4.5,1.44
Atlético Madrid,Sevilla,2,1,H,16,10,10,2,12,10,5,6,1,2,0,0,1.5,3.89,7.5
Barcelona,Celta Vigo,2,2,D,21,10,7,5,11,12,4,1,3,6,0,0,1.12,10,17
Real Sociedad,La Coruña,2,0,H,10,11,6,3,12,16,6,7,1,3,0,0,1.44,4.5,7.5
Eibar,Espanyol,3,1,H,10,6,5,3,13,16,3,2,3,3,0,0,2.37,3.1,3.29
Getafe,Valencia,1,0,H,11,13,3,6,18,11,5,12,8,4,1,0,3,3.39,2.29
Las Palmas,Betis,1,0,H,21,8,7,2,12,21,6,4,1,7,0,1,2.2,3.5,3.1
Leganés,Villarreal,3,1,H,12,12,5,4,11,17,5,6,2,4,0,0,2.79,3.25,2.62
Girona,Alavés,2,3,A,11,9,3,4,8,13,6,5,1,2,0,0,1.6,3.79,6
Alavés,Las Palmas,2,0,H,22,6,9,1,23,12,8,3,2,0,0,0,2.29,3.25,3.25
Getafe,Eibar,0,0,D,6,7,3,2,14,13,9,7,1,4,0,0,2.04,3.39,3.75
La Coruña,Leganés,1,0,H,15,3,4,0,16,21,6,1,4,4,0,0,2.37,3.2,3.2
Real Madrid,Real Sociedad,5,0,H,20,11,8,3,12,11,9,3,0,2,0,0,1.33,5.5,8.5
Valencia,Celta Vigo,2,1,H,13,13,7,5,16,12,10,2,2,5,0,0,1.66,4,5
Betis,Atlético Madrid,0,1,A,9,4,4,2,15,19,3,2,4,3,0,0,4.75,3.79,1.72
Levante,Athletic Club,1,2,A,12,14,3,3,11,13,8,6,3,3,0,0,3.25,3.39,2.25
Sevilla,Málaga,0,2,A,18,9,2,5,10,12,5,0,1,1,0,0,1.53,4.33,6
Villarreal,Barcelona,0,2,A,9,16,5,6,18,13,2,4,2,1,1,0,6,4.33,1.53
Espanyol,Girona,0,1,A,8,12,3,5,9,17,8,6,1,3,0,0,2.04,3.5,3.6
Real Sociedad,Levante,0,0,D,16,10,6,2,22,14,8,5,2,3,0,0,1.28,5.75,9.5
Athletic Club,Sevilla,0,0,D,7,10,1,2,14,9,6,6,3,0,0,0,2.14,3.39,3.39
Atlético Madrid,Alavés,1,0,H,10,11,4,0,14,16,4,4,3,4,0,0,1.19,6.5,15
Eibar,Valencia,2,1,H,15,7,3,3,13,13,5,6,1,4,0,0,2.75,3.29,2.6
Barcelona,La Coruña,4,0,H,23,10,11,3,12,10,6,3,0,1,0,0,1.08,13,23
Celta Vigo,Villarreal,0,1,A,10,8,3,5,11,19,2,2,1,3,0,0,2.29,3.39,3.1
Girona,Getafe,1,0,H,9,7,2,0,20,25,1,7,2,6,0,0,2.2,3.25,3.5
Las Palmas,Espanyol,2,2,D,14,8,5,3,6,25,9,2,3,3,0,0,2.5,3.29,2.87
Málaga,Betis,0,2,A,18,10,2,4,15,15,3,4,2,2,1,0,2,3.39,3.79
Levante,Leganés,0,0,D,10,10,3,2,21,17,6,5,6,6,1,1,2.7,3,2.89
Getafe,Las Palmas,2,0,H,13,17,7,6,23,11,3,1,3,1,0,0,1.75,3.6,5
Sevilla,Real Sociedad,3,1,H,14,9,5,4,9,18,4,5,1,5,0,0,2.25,3.5,3
Alavés,Málaga,1,0,H,10,10,5,3,14,18,4,4,3,4,0,0,2.14,3.2,3.5
Eibar,Girona,4,1,H,16,6,6,1,14,18,3,2,1,2,0,0,2,3.39,3.75
Betis,Athletic Club,0,2,A,16,19,6,7,7,6,6,9,1,2,1,0,2.7,3.25,2.62
Espanyol,Atlético Madrid,1,0,H,7,9,4,1,18,22,2,3,2,5,0,0,5,3.5,1.72
La Coruña,Celta Vigo,1,3,A,15,7,4,3,20,16,3,1,2,2,0,0,2.54,3.29,2.7
Real Madrid,Barcelona,0,3,A,14,18,5,11,14,10,7,7,2,2,1,0,2.1,3.75,3.1
Valencia,Villarreal,0,1,A,22,9,3,2,11,21,14,1,7,5,1,1,2.04,3.6,3.29
Atlético Madrid,Getafe,2,0,H,9,10,5,5,11,16,5,0,7,3,1,0,1.39,4.2,10
Las Palmas,Eibar,1,2,A,4,14,2,5,13,17,4,3,3,3,0,0,2.54,3.39,2.75
Real Sociedad,Betis,3,5,A,14,9,3,5,16,18,12,0,3,6,0,0,1.5,4.33,6.5
Valencia,Girona,2,1,H,17,11,7,5,16,14,9,7,5,5,0,0,1.61,4,5.5
Athletic Club,Alavés,2,0,H,14,8,8,1,23,20,4,1,2,4,0,0,1.66,3.5,6
Barcelona,Levante,3,0,H,16,9,8,2,10,22,3,6,0,4,0,0,1.05,15,34
Celta Vigo,Real Madrid,2,2,D,10,19,5,8,10,15,3,7,2,2,0,0,6.5,4.33,1.5
Leganés,Sevilla,1,0,H,8,9,4,5,14,11,5,6,0,1,0,0,2.89,3.25,2.5
Villarreal,La Coruña,1,1,D,11,13,5,3,19,12,7,5,4,3,0,0,1.57,4,6
Málaga,Espanyol,0,1,A,17,6,2,3,18,11,6,5,2,3,0,0,2.54,3,3.1
Getafe,Málaga,1,0,H,7,9,3,2,19,16,5,2,3,1,0,0,1.8,3.39,5
Eibar,Atlético Madrid,0,1,A,11,7,4,3,12,9,9,1,2,1,0,0,4,3.2,2.04
Girona,Las Palmas,6,0,H,15,3,8,1,25,20,5,2,2,5,0,0,1.72,3.79,4.75
La Coruña,Valencia,1,2,A,12,12,2,5,13,8,8,10,2,1,0,0,3,3.39,2.37
Real Madrid,Villarreal,0,1,A,28,10,7,4,11,12,11,0,2,1,0,0,1.25,6.5,10
Alavés,Real Sociedad,1,0,H,12,14,3,1,18,12,5,4,5,2,1,0,3.25,3.25,2.29
Espanyol,Athletic Club,1,1,D,11,8,3,3,14,16,4,2,2,4,0,0,2.54,3,3
Levante,Celta Vigo,0,1,A,15,3,5,2,19,7,6,2,4,3,0,0,3,3.25,2.45
Sevilla,Barcelona,2,4,A,15,11,6,5,15,13,7,3,2,2,0,0,6.5,5,1.44
Betis,Leganés,3,2,H,16,10,9,6,12,15,1,1,2,3,0,0,2.25,3.1,3.5
Getafe,Athletic Club,2,2,D,17,7,6,6,17,12,6,2,5,1,0,0,2.7,3.1,2.79
Atlético Madrid,Girona,1,1,D,9,6,4,3,13,15,2,1,4,3,0,0,1.36,4.75,9.5
Espanyol,Real Sociedad,0,3,A,9,12,0,7,18,14,8,2,4,2,0,0,2.75,3.2,2.7
Las Palmas,Valencia,2,1,H,20,14,6,8,18,16,3,6,2,9,0,2,4.5,4,1.72
Villarreal,Levante,2,1,H,18,16,6,4,14,16,6,4,2,2,0,0,1.44,4.5,7.5
Alavés,Leganés,2,2,D,14,8,6,4,13,14,4,6,3,3,1,0,2.14,3.1,3.75
Betis,Barcelona,0,5,A,7,14,2,10,12,9,4,2,2,2,0,0,10,6,1.28
Real Madrid,La Coruña,7,1,H,24,5,13,2,7,11,6,1,0,2,0,0,1.14,9,15
Sevilla,Celta Vigo,1,2,A,16,10,2,3,10,7,8,3,1,2,0,0,1.85,3.89,4
Eibar,Málaga,1,1,D,15,10,4,4,11,11,8,3,1,3,0,1,1.66,3.5,6
Athletic Club,Eibar,1,1,D,7,14,1,2,15,14,3,7,0,0,0,0,1.9,3.39,4.33
La Coruña,Levante,2,2,D,8,15,2,4,13,14,4,7,7,5,1,0,2,3.5,3.79
Málaga,Girona,0,0,D,7,11,1,2,18,7,5,4,2,1,1,0,2.29,3,3.39
Valencia,Real Madrid,1,4,A,11,13,4,7,20,22,4,4,2,3,0,0,5,4.33,1.61
Villarreal,Sevilla,4,2,H,11,24,7,6,16,6,2,9,1,1,0,0,2.04,3.5,3.5
Atlético Madrid,Las Palmas,3,0,H,18,9,7,1,17,11,4,1,1,2,0,0,1.16,7.5,17
Barcelona,Alavés,2,1,H,18,7,12,4,6,18,8,1,0,2,0,0,1.08,11,26
Leganés,Espanyol,3,2,H,11,12,6,4,20,19,1,7,2,4,0,0,2.37,2.79,3.5
Real Sociedad,Getafe,1,1,D,15,7,1,2,12,15,3,4,3,3,0,0,1.5,4.33,6.5
Celta Vigo,Betis,3,2,H,13,7,5,3,13,8,7,2,1,5,0,0,1.75,3.75,4.75
Sevilla,La Coruña,5,0,H,19,4,8,1,11,11,9,5,0,1,0,0,1.44,4.75,6.5
Alavés,Celta Vigo,2,1,H,9,16,3,4,13,11,2,1,3,2,0,0,2.62,3.2,2.79
Betis,Villarreal,2,1,H,13,12,4,3,11,12,2,6,1,2,0,1,2.79,3.39,2.5
Eibar,Real Sociedad,5,1,H,17,11,7,3,11,20,5,3,0,3,0,0,2.6,3.29,2.75
Levante,Real Madrid,2,2,D,12,23,4,9,14,7,4,6,3,3,0,0,13,7,1.19
Atlético Madrid,Valencia,1,0,H,14,9,4,0,18,4,9,1,1,1,0,0,1.44,4.33,7.5
Espanyol,Barcelona,1,1,D,7,12,2,2,15,12,0,7,5,3,0,0,9.5,5.25,1.33
Getafe,Leganés,0,0,D,11,2,1,1,17,20,5,2,2,6,0,0,1.9,3.2,4.5
Girona,Athletic Club,2,0,H,8,9,3,0,13,14,2,4,1,1,0,0,2.39,3.29,3
Las Palmas,Málaga,1,0,H,11,9,4,3,11,17,4,2,2,3,0,0,2.25,3.39,3.2
Athletic Club,Las Palmas,0,0,D,11,8,5,2,20,29,5,2,4,4,0,0,1.44,4.5,7.5
Leganés,Eibar,0,1,A,2,19,0,6,14,6,1,10,4,2,1,0,2.87,3.1,2.62
Málaga,Atlético Madrid,0,1,A,13,5,3,1,22,19,3,3,3,2,0,0,7.5,3.6,1.57
Real Madrid,Sevilla,5,2,H,18,8,9,3,11,10,5,3,2,1,0,0,1.19,7,13
Villarreal,Alavés,1,2,A,27,5,6,4,15,15,13,2,4,4,0,0,1.66,4,5
Barcelona,Getafe,0,0,D,12,10,6,1,7,13,9,3,2,3,0,0,1.12,9,19
Celta Vigo,Espanyol,2,2,D,18,3,7,2,9,16,9,1,3,4,0,0,1.9,3.6,4
Real Sociedad,Girona,1,0,H,13,14,4,6,13,19,7,2,2,2,0,0,1.72,3.79,4.75
Valencia,Levante,3,1,H,18,5,8,1,10,19,7,9,3,4,0,0,1.5,4.33,6.5
La Coruña,Betis,0,1,A,16,10,2,4,19,7,8,1,2,0,0,0,2.2,3.6,3.1
Girona,Leganés,3,0,H,10,10,5,5,12,10,4,4,3,5,0,0,1.85,3.25,5
Alavés,La Coruña,1,0,H,14,5,3,0,17,14,9,3,2,3,0,0,1.9,3.39,4.33
Eibar,Barcelona,0,2,A,13,10,3,6,13,6,6,0,3,1,1,0,6.5,4.75,1.44
Las Palmas,Real Sociedad,1,2,A,11,12,3,6,15,18,7,5,2,5,0,0,3.5,3.6,2.04
Málaga,Valencia,1,2,A,9,10,3,3,19,18,7,2,2,4,1,0,3.6,3.5,2.04
Atlético Madrid,Athletic Club,2,0,H,14,4,4,0,6,12,5,2,3,2,0,0,1.44,4.2,8.5
Betis,Real Madrid,3,5,A,20,12,5,9,7,15,7,5,3,5,0,0,9,6,1.3
Espanyol,Villarreal,1,1,D,15,8,3,3,7,19,2,5,1,7,0,0,2.5,3.25,2.89
Sevilla,Levante,3,0,H,13,9,3,1,12,13,2,4,0,2,0,0,1.57,4.2,5.75
Getafe,Celta Vigo,3,0,H,9,4,5,1,21,15,5,5,4,3,0,0,2.5,3.29,2.87
Leganés,Real Madrid,1,3,A,7,13,3,7,18,7,6,5,3,1,0,0,11,6,1.25
La Coruña,Espanyol,0,0,D,17,9,4,1,9,10,4,2,5,1,0,0,2.54,3.2,2.87
Barcelona,Girona,6,1,H,21,10,14,4,11,11,5,3,1,1,0,0,1.14,8,19
Celta Vigo,Eibar,2,0,H,8,15,3,2,11,16,3,9,2,3,0,0,2,3.5,3.7
Leganés,Las Palmas,0,0,D,11,4,2,1,22,17,6,5,4,5,0,0,1.8,3.5,4.75
Real Madrid,Alavés,4,0,H,25,11,10,5,9,14,9,5,1,2,0,0,1.14,8.5,17
Athletic Club,Málaga,2,1,H,8,8,6,4,12,18,6,4,3,3,0,1,1.75,3.5,5.25
Real Sociedad,Atlético Madrid,2,5,A,10,13,5,8,10,24,5,4,3,3,0,0,3.39,3.2,2.25
Valencia,Sevilla,2,1,H,7,9,4,3,12,9,4,4,2,3,0,0,1.7,4,4.75
Villarreal,Getafe,1,0,H,10,3,4,2,14,21,2,8,5,3,0,0,1.75,3.75,4.75
Levante,Betis,0,2,A,12,15,2,6,17,8,5,5,5,2,0,0,2.5,3.29,2.87
Espanyol,Real Madrid,1,0,H,16,12,7,5,15,10,3,8,1,1,0,0,6,4.33,1.53
Girona,Celta Vigo,1,0,H,11,10,2,2,9,10,6,4,3,2,0,0,2.29,3.5,3
Athletic Club,Valencia,1,1,D,11,6,4,4,16,16,6,1,1,2,0,0,2.62,3.2,2.79
Atlético Madrid,Leganés,4,0,H,15,9,8,3,10,10,5,1,1,3,0,0,1.25,5.25,15
Eibar,Villarreal,1,0,H,13,11,1,3,18,8,6,4,4,2,0,0,2.2,3.2,3.6
Getafe,La Coruña,3,0,H,14,9,5,1,6,9,10,6,2,4,0,0,1.9,3.39,4.33
Málaga,Real Sociedad,0,1,A,8,6,0,4,19,14,9,4,2,2,0,0,3.5,3.2,2.14
Alavés,Levante,1,0,H,15,6,5,1,14,17,5,3,4,4,1,1,1.8,3.39,5
Betis,Sevilla,0,0,D,8,13,4,5,11,7,4,10,2,0,0,0,2.79,3.39,2.39
Las Palmas,Barcelona,1,1,D,12,10,1,4,18,13,6,6,6,3,0,0,15,7.5,1.18
